Diretorio,Estacao,Ano,Mes,Arquivo.zip,Arquivo_extraido,Tamanho_Bytes,Status,Msg_Erro,Processado
plv,Jardim_botanico,2021,4,dados_pluviometricos_2021.zip,jardim_botanico_202104_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2021,4,dados_meteorologicos_2021.zip,jardim_botanico_202104_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2021,5,dados_pluviometricos_2021.zip,jardim_botanico_202105_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2021,5,dados_meteorologicos_2021.zip,jardim_botanico_202105_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2021,6,dados_pluviometricos_2021.zip,jardim_botanico_202106_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2021,6,dados_meteorologicos_2021.zip,jardim_botanico_202106_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2021,7,dados_pluviometricos_2021.zip,jardim_botanico_202107_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2021,7,dados_meteorologicos_2021.zip,jardim_botanico_202107_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2021,8,dados_pluviometricos_2021.zip,jardim_botanico_202108_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2021,8,dados_meteorologicos_2021.zip,jardim_botanico_202108_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2021,9,dados_pluviometricos_2021.zip,jardim_botanico_202109_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2021,9,dados_meteorologicos_2021.zip,jardim_botanico_202109_Met.txt,265999,SUCESSO,,
plv,Jardim_botanico,2021,10,dados_pluviometricos_2021.zip,jardim_botanico_202110_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2021,10,dados_meteorologicos_2021.zip,jardim_botanico_202110_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2021,11,dados_pluviometricos_2021.zip,jardim_botanico_202111_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2021,11,dados_meteorologicos_2021.zip,jardim_botanico_202111_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2021,12,dados_pluviometricos_2021.zip,jardim_botanico_202112_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2021,12,dados_meteorologicos_2021.zip,jardim_botanico_202112_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2022,1,dados_pluviometricos_2022.zip,jardim_botanico_202201_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,1,dados_meteorologicos_2022.zip,jardim_botanico_202201_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2022,2,dados_pluviometricos_2022.zip,jardim_botanico_202202_Plv.txt,172221,SUCESSO,,
met,Jardim_botanico,2022,2,dados_meteorologicos_2022.zip,jardim_botanico_202202_Met.txt,249441,SUCESSO,,
plv,Jardim_botanico,2022,3,dados_pluviometricos_2022.zip,jardim_botanico_202203_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,3,dados_meteorologicos_2022.zip,jardim_botanico_202203_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2022,4,dados_pluviometricos_2022.zip,jardim_botanico_202204_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2022,4,dados_meteorologicos_2022.zip,jardim_botanico_202204_Met.txt,265867,SUCESSO,,
plv,Jardim_botanico,2022,5,dados_pluviometricos_2022.zip,jardim_botanico_202205_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,5,dados_meteorologicos_2022.zip,jardim_botanico_202205_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2022,6,dados_pluviometricos_2022.zip,jardim_botanico_202206_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2022,6,dados_meteorologicos_2022.zip,jardim_botanico_202206_Met.txt,265951,SUCESSO,,
plv,Jardim_botanico,2022,7,dados_pluviometricos_2022.zip,jardim_botanico_202207_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,7,dados_meteorologicos_2022.zip,jardim_botanico_202207_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2022,8,dados_pluviometricos_2022.zip,jardim_botanico_202208_Plv.txt,89277,SUCESSO,,
met,Jardim_botanico,2022,8,dados_meteorologicos_2022.zip,jardim_botanico_202208_Met.txt,137985,SUCESSO,,
plv,Jardim_botanico,2022,9,dados_pluviometricos_2022.zip,jardim_botanico_202209_Plv.txt,173949,SUCESSO,,
met,Jardim_botanico,2022,9,dados_meteorologicos_2022.zip,jardim_botanico_202209_Met.txt,299,SUCESSO,,
plv,Jardim_botanico,2022,10,dados_pluviometricos_2022.zip,jardim_botanico_202210_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,10,dados_meteorologicos_2022.zip,jardim_botanico_202210_Met.txt,273951,SUCESSO,,
plv,Jardim_botanico,2022,11,dados_pluviometricos_2022.zip,jardim_botanico_202211_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2022,11,dados_meteorologicos_2022.zip,jardim_botanico_202211_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2022,12,dados_pluviometricos_2022.zip,jardim_botanico_202212_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2022,12,dados_meteorologicos_2022.zip,jardim_botanico_202212_Met.txt,273607,SUCESSO,,
plv,Jardim_botanico,2023,1,dados_pluviometricos_2023.zip,jardim_botanico_202301_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,1,dados_meteorologicos_2023.zip,jardim_botanico_202301_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,2,dados_pluviometricos_2023.zip,jardim_botanico_202302_Plv.txt,172221,SUCESSO,,
met,Jardim_botanico,2023,2,dados_meteorologicos_2023.zip,jardim_botanico_202302_Met.txt,249441,SUCESSO,,
plv,Jardim_botanico,2023,3,dados_pluviometricos_2023.zip,jardim_botanico_202303_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,3,dados_meteorologicos_2023.zip,jardim_botanico_202303_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,4,dados_pluviometricos_2023.zip,jardim_botanico_202304_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2023,4,dados_meteorologicos_2023.zip,jardim_botanico_202304_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2023,5,dados_pluviometricos_2023.zip,jardim_botanico_202305_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,5,dados_meteorologicos_2023.zip,jardim_botanico_202305_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,6,dados_pluviometricos_2023.zip,jardim_botanico_202306_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2023,6,dados_meteorologicos_2023.zip,jardim_botanico_202306_Met.txt,265867,SUCESSO,,
plv,Jardim_botanico,2023,7,dados_pluviometricos_2023.zip,jardim_botanico_202307_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,7,dados_meteorologicos_2023.zip,jardim_botanico_202307_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,8,dados_pluviometricos_2023.zip,jardim_botanico_202308_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,8,dados_meteorologicos_2023.zip,jardim_botanico_202308_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,9,dados_pluviometricos_2023.zip,jardim_botanico_202309_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2023,9,dados_meteorologicos_2023.zip,jardim_botanico_202309_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2023,10,dados_pluviometricos_2023.zip,jardim_botanico_202310_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,10,dados_meteorologicos_2023.zip,jardim_botanico_202310_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2023,11,dados_pluviometricos_2023.zip,jardim_botanico_202311_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2023,11,dados_meteorologicos_2023.zip,jardim_botanico_202311_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2023,12,dados_pluviometricos_2023.zip,jardim_botanico_202312_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2023,12,dados_meteorologicos_2023.zip,jardim_botanico_202312_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,1,dados_pluviometricos_2024.zip,jardim_botanico_202401_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,1,dados_meteorologicos_2024.zip,jardim_botanico_202401_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,2,dados_pluviometricos_2024.zip,jardim_botanico_202402_Plv.txt,178365,SUCESSO,,
met,Jardim_botanico,2024,2,dados_meteorologicos_2024.zip,jardim_botanico_202402_Met.txt,257697,SUCESSO,,
plv,Jardim_botanico,2024,3,dados_pluviometricos_2024.zip,jardim_botanico_202403_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,3,dados_meteorologicos_2024.zip,jardim_botanico_202403_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,4,dados_pluviometricos_2024.zip,jardim_botanico_202404_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2024,4,dados_meteorologicos_2024.zip,jardim_botanico_202404_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2024,5,dados_pluviometricos_2024.zip,jardim_botanico_202405_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,5,dados_meteorologicos_2024.zip,jardim_botanico_202405_Met.txt,268705,SUCESSO,,
plv,Jardim_botanico,2024,6,dados_pluviometricos_2024.zip,jardim_botanico_202406_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2024,6,dados_meteorologicos_2024.zip,jardim_botanico_202406_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2024,7,dados_pluviometricos_2024.zip,jardim_botanico_202407_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,7,dados_meteorologicos_2024.zip,jardim_botanico_202407_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,8,dados_pluviometricos_2024.zip,jardim_botanico_202408_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,8,dados_meteorologicos_2024.zip,jardim_botanico_202408_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,9,dados_pluviometricos_2024.zip,jardim_botanico_202409_Plv.txt,184509,SUCESSO,,
met,Jardim_botanico,2024,9,dados_meteorologicos_2024.zip,jardim_botanico_202409_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2024,10,dados_pluviometricos_2024.zip,jardim_botanico_202410_Plv.txt,190653,SUCESSO,,
met,Jardim_botanico,2024,10,dados_meteorologicos_2024.zip,jardim_botanico_202410_Met.txt,274209,SUCESSO,,
plv,Jardim_botanico,2024,11,dados_pluviometricos_2024.zip,jardim_botanico_202411_Plv.txt,708687,SUCESSO,,
met,Jardim_botanico,2024,11,dados_meteorologicos_2024.zip,jardim_botanico_202411_Met.txt,265953,SUCESSO,,
plv,Jardim_botanico,2024,12,dados_pluviometricos_2024.zip,jardim_botanico_202412_Plv.txt,732303,SUCESSO,,
met,Jardim_botanico,2024,12,dados_meteorologicos_2024.zip,jardim_botanico_202412_Met.txt,274209,SUCESSO,,
plv,Laranjeiras,1997,1,dados_pluviometricos_1997.zip,laranjeiras_199701_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,2,dados_pluviometricos_1997.zip,laranjeiras_199702_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,3,dados_pluviometricos_1997.zip,laranjeiras_199703_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,4,dados_pluviometricos_1997.zip,laranjeiras_199704_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,5,dados_pluviometricos_1997.zip,laranjeiras_199705_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,6,dados_pluviometricos_1997.zip,laranjeiras_199706_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,7,dados_pluviometricos_1997.zip,laranjeiras_199707_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,8,dados_pluviometricos_1997.zip,laranjeiras_199708_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,9,dados_pluviometricos_1997.zip,laranjeiras_199709_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,10,dados_pluviometricos_1997.zip,laranjeiras_199710_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,11,dados_pluviometricos_1997.zip,laranjeiras_199711_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1997,12,dados_pluviometricos_1997.zip,laranjeiras_199712_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,1,dados_pluviometricos_1998.zip,laranjeiras_199801_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,2,dados_pluviometricos_1998.zip,laranjeiras_199802_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,3,dados_pluviometricos_1998.zip,laranjeiras_199803_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,4,dados_pluviometricos_1998.zip,laranjeiras_199804_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,5,dados_pluviometricos_1998.zip,laranjeiras_199805_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,6,dados_pluviometricos_1998.zip,laranjeiras_199806_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,7,dados_pluviometricos_1998.zip,laranjeiras_199807_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,8,dados_pluviometricos_1998.zip,laranjeiras_199808_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,9,dados_pluviometricos_1998.zip,laranjeiras_199809_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,10,dados_pluviometricos_1998.zip,laranjeiras_199810_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,11,dados_pluviometricos_1998.zip,laranjeiras_199811_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1998,12,dados_pluviometricos_1998.zip,laranjeiras_199812_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,1,dados_pluviometricos_1999.zip,laranjeiras_199901_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,2,dados_pluviometricos_1999.zip,laranjeiras_199902_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,3,dados_pluviometricos_1999.zip,laranjeiras_199903_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,4,dados_pluviometricos_1999.zip,laranjeiras_199904_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,5,dados_pluviometricos_1999.zip,laranjeiras_199905_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,6,dados_pluviometricos_1999.zip,laranjeiras_199906_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,7,dados_pluviometricos_1999.zip,laranjeiras_199907_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,8,dados_pluviometricos_1999.zip,laranjeiras_199908_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,9,dados_pluviometricos_1999.zip,laranjeiras_199909_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,10,dados_pluviometricos_1999.zip,laranjeiras_199910_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,11,dados_pluviometricos_1999.zip,laranjeiras_199911_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,1999,12,dados_pluviometricos_1999.zip,laranjeiras_199912_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,1,dados_pluviometricos_2000.zip,laranjeiras_200001_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,2,dados_pluviometricos_2000.zip,laranjeiras_200002_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,3,dados_pluviometricos_2000.zip,laranjeiras_200003_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,4,dados_pluviometricos_2000.zip,laranjeiras_200004_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,5,dados_pluviometricos_2000.zip,laranjeiras_200005_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,6,dados_pluviometricos_2000.zip,laranjeiras_200006_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,7,dados_pluviometricos_2000.zip,laranjeiras_200007_Plv.txt,184,SUCESSO,,
plv,Laranjeiras,2000,8,dados_pluviometricos_2000.zip,laranjeiras_200008_Plv.txt,116920,SUCESSO,,
plv,Laranjeiras,2000,9,dados_pluviometricos_2000.zip,laranjeiras_200009_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2000,10,dados_pluviometricos_2000.zip,laranjeiras_200010_Plv.txt,190136,SUCESSO,,
plv,Laranjeiras,2000,11,dados_pluviometricos_2000.zip,laranjeiras_200011_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2000,12,dados_pluviometricos_2000.zip,laranjeiras_200012_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,1,dados_pluviometricos_2001.zip,laranjeiras_200101_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,2,dados_pluviometricos_2001.zip,laranjeiras_200102_Plv.txt,172472,SUCESSO,,
plv,Laranjeiras,2001,3,dados_pluviometricos_2001.zip,laranjeiras_200103_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,4,dados_pluviometricos_2001.zip,laranjeiras_200104_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2001,5,dados_pluviometricos_2001.zip,laranjeiras_200105_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,6,dados_pluviometricos_2001.zip,laranjeiras_200106_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2001,7,dados_pluviometricos_2001.zip,laranjeiras_200107_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,8,dados_pluviometricos_2001.zip,laranjeiras_200108_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2001,9,dados_pluviometricos_2001.zip,laranjeiras_200109_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2001,10,dados_pluviometricos_2001.zip,laranjeiras_200110_Plv.txt,190392,SUCESSO,,
plv,Laranjeiras,2001,11,dados_pluviometricos_2001.zip,laranjeiras_200111_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2001,12,dados_pluviometricos_2001.zip,laranjeiras_200112_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,1,dados_pluviometricos_2002.zip,laranjeiras_200201_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,2,dados_pluviometricos_2002.zip,laranjeiras_200202_Plv.txt,172216,SUCESSO,,
plv,Laranjeiras,2002,3,dados_pluviometricos_2002.zip,laranjeiras_200203_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,4,dados_pluviometricos_2002.zip,laranjeiras_200204_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2002,5,dados_pluviometricos_2002.zip,laranjeiras_200205_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,6,dados_pluviometricos_2002.zip,laranjeiras_200206_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2002,7,dados_pluviometricos_2002.zip,laranjeiras_200207_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,8,dados_pluviometricos_2002.zip,laranjeiras_200208_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,9,dados_pluviometricos_2002.zip,laranjeiras_200209_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2002,10,dados_pluviometricos_2002.zip,laranjeiras_200210_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2002,11,dados_pluviometricos_2002.zip,laranjeiras_200211_Plv.txt,184248,SUCESSO,,
plv,Laranjeiras,2002,12,dados_pluviometricos_2002.zip,laranjeiras_200212_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,1,dados_pluviometricos_2003.zip,laranjeiras_200301_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,2,dados_pluviometricos_2003.zip,laranjeiras_200302_Plv.txt,172472,SUCESSO,,
plv,Laranjeiras,2003,3,dados_pluviometricos_2003.zip,laranjeiras_200303_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,4,dados_pluviometricos_2003.zip,laranjeiras_200304_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2003,5,dados_pluviometricos_2003.zip,laranjeiras_200305_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,6,dados_pluviometricos_2003.zip,laranjeiras_200306_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2003,7,dados_pluviometricos_2003.zip,laranjeiras_200307_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,8,dados_pluviometricos_2003.zip,laranjeiras_200308_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2003,9,dados_pluviometricos_2003.zip,laranjeiras_200309_Plv.txt,184568,SUCESSO,,
plv,Laranjeiras,2003,10,dados_pluviometricos_2003.zip,laranjeiras_200310_Plv.txt,190392,SUCESSO,,
plv,Laranjeiras,2003,11,dados_pluviometricos_2003.zip,laranjeiras_200311_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2003,12,dados_pluviometricos_2003.zip,laranjeiras_200312_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,1,dados_pluviometricos_2004.zip,laranjeiras_200401_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,2,dados_pluviometricos_2004.zip,laranjeiras_200402_Plv.txt,178616,SUCESSO,,
plv,Laranjeiras,2004,3,dados_pluviometricos_2004.zip,laranjeiras_200403_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,4,dados_pluviometricos_2004.zip,laranjeiras_200404_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2004,5,dados_pluviometricos_2004.zip,laranjeiras_200405_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,6,dados_pluviometricos_2004.zip,laranjeiras_200406_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2004,7,dados_pluviometricos_2004.zip,laranjeiras_200407_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,8,dados_pluviometricos_2004.zip,laranjeiras_200408_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,9,dados_pluviometricos_2004.zip,laranjeiras_200409_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2004,10,dados_pluviometricos_2004.zip,laranjeiras_200410_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2004,11,dados_pluviometricos_2004.zip,laranjeiras_200411_Plv.txt,184248,SUCESSO,,
plv,Laranjeiras,2004,12,dados_pluviometricos_2004.zip,laranjeiras_200412_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,1,dados_pluviometricos_2005.zip,laranjeiras_200501_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,2,dados_pluviometricos_2005.zip,laranjeiras_200502_Plv.txt,172472,SUCESSO,,
plv,Laranjeiras,2005,3,dados_pluviometricos_2005.zip,laranjeiras_200503_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,4,dados_pluviometricos_2005.zip,laranjeiras_200504_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2005,5,dados_pluviometricos_2005.zip,laranjeiras_200505_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,6,dados_pluviometricos_2005.zip,laranjeiras_200506_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2005,7,dados_pluviometricos_2005.zip,laranjeiras_200507_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,8,dados_pluviometricos_2005.zip,laranjeiras_200508_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2005,9,dados_pluviometricos_2005.zip,laranjeiras_200509_Plv.txt,184696,SUCESSO,,
plv,Laranjeiras,2005,10,dados_pluviometricos_2005.zip,laranjeiras_200510_Plv.txt,190392,SUCESSO,,
plv,Laranjeiras,2005,11,dados_pluviometricos_2005.zip,laranjeiras_200511_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2005,12,dados_pluviometricos_2005.zip,laranjeiras_200512_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2006,1,dados_pluviometricos_2006.zip,laranjeiras_200601_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2006,2,dados_pluviometricos_2006.zip,laranjeiras_200602_Plv.txt,172472,SUCESSO,,
plv,Laranjeiras,2006,3,dados_pluviometricos_2006.zip,laranjeiras_200603_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2006,4,dados_pluviometricos_2006.zip,laranjeiras_200604_Plv.txt,184888,SUCESSO,,
plv,Laranjeiras,2006,5,dados_pluviometricos_2006.zip,laranjeiras_200605_Plv.txt,190968,SUCESSO,,
plv,Laranjeiras,2006,6,dados_pluviometricos_2006.zip,laranjeiras_200606_Plv.txt,184760,SUCESSO,,
plv,Laranjeiras,2006,7,dados_pluviometricos_2006.zip,laranjeiras_200607_Plv.txt,190776,SUCESSO,,
plv,Laranjeiras,2006,8,dados_pluviometricos_2006.zip,laranjeiras_200608_Plv.txt,190712,SUCESSO,,
plv,Laranjeiras,2006,9,dados_pluviometricos_2006.zip,laranjeiras_200609_Plv.txt,184568,SUCESSO,,
plv,Laranjeiras,2006,10,dados_pluviometricos_2006.zip,laranjeiras_200610_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2006,11,dados_pluviometricos_2006.zip,laranjeiras_200611_Plv.txt,184248,SUCESSO,,
plv,Laranjeiras,2006,12,dados_pluviometricos_2006.zip,laranjeiras_200612_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,1,dados_pluviometricos_2007.zip,laranjeiras_200701_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,2,dados_pluviometricos_2007.zip,laranjeiras_200702_Plv.txt,172472,SUCESSO,,
plv,Laranjeiras,2007,3,dados_pluviometricos_2007.zip,laranjeiras_200703_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,4,dados_pluviometricos_2007.zip,laranjeiras_200704_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2007,5,dados_pluviometricos_2007.zip,laranjeiras_200705_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,6,dados_pluviometricos_2007.zip,laranjeiras_200706_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2007,7,dados_pluviometricos_2007.zip,laranjeiras_200707_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,8,dados_pluviometricos_2007.zip,laranjeiras_200708_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2007,9,dados_pluviometricos_2007.zip,laranjeiras_200709_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2007,10,dados_pluviometricos_2007.zip,laranjeiras_200710_Plv.txt,190392,SUCESSO,,
plv,Laranjeiras,2007,11,dados_pluviometricos_2007.zip,laranjeiras_200711_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2007,12,dados_pluviometricos_2007.zip,laranjeiras_200712_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2008,1,dados_pluviometricos_2008.zip,laranjeiras_200801_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2008,2,dados_pluviometricos_2008.zip,laranjeiras_200802_Plv.txt,178616,SUCESSO,,
plv,Laranjeiras,2008,3,dados_pluviometricos_2008.zip,laranjeiras_200803_Plv.txt,190648,SUCESSO,,
plv,Laranjeiras,2008,4,dados_pluviometricos_2008.zip,laranjeiras_200804_Plv.txt,184504,SUCESSO,,
plv,Laranjeiras,2008,5,dados_pluviometricos_2008.zip,laranjeiras_200805_Plv.txt,190648,SUCESSO,,
