Diretorio,Estacao,Ano,Mes,Arquivo.zip,Arquivo_extraido,Tamanho_Bytes,Status,Msg_Erro,Processado
plv,Alto_da_boa_vista,2005,6,dados_pluviometricos_2005.zip,alto_da_boa_vista_200506_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,6,dados_meteorologicos_2005.zip,alto_da_boa_vista_200506_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,7,dados_pluviometricos_2005.zip,alto_da_boa_vista_200507_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,7,dados_meteorologicos_2005.zip,alto_da_boa_vista_200507_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,8,dados_pluviometricos_2005.zip,alto_da_boa_vista_200508_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,8,dados_meteorologicos_2005.zip,alto_da_boa_vista_200508_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,9,dados_pluviometricos_2005.zip,alto_da_boa_vista_200509_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,9,dados_meteorologicos_2005.zip,alto_da_boa_vista_200509_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,10,dados_pluviometricos_2005.zip,alto_da_boa_vista_200510_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,10,dados_meteorologicos_2005.zip,alto_da_boa_vista_200510_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,11,dados_pluviometricos_2005.zip,alto_da_boa_vista_200511_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,11,dados_meteorologicos_2005.zip,alto_da_boa_vista_200511_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2005,12,dados_pluviometricos_2005.zip,alto_da_boa_vista_200512_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2005,12,dados_meteorologicos_2005.zip,alto_da_boa_vista_200512_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,1,dados_pluviometricos_2006.zip,alto_da_boa_vista_200601_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,1,dados_meteorologicos_2006.zip,alto_da_boa_vista_200601_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,2,dados_pluviometricos_2006.zip,alto_da_boa_vista_200602_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,2,dados_meteorologicos_2006.zip,alto_da_boa_vista_200602_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,3,dados_pluviometricos_2006.zip,alto_da_boa_vista_200603_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,3,dados_meteorologicos_2006.zip,alto_da_boa_vista_200603_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,4,dados_pluviometricos_2006.zip,alto_da_boa_vista_200604_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,4,dados_meteorologicos_2006.zip,alto_da_boa_vista_200604_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,5,dados_pluviometricos_2006.zip,alto_da_boa_vista_200605_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,5,dados_meteorologicos_2006.zip,alto_da_boa_vista_200605_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,6,dados_pluviometricos_2006.zip,alto_da_boa_vista_200606_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,6,dados_meteorologicos_2006.zip,alto_da_boa_vista_200606_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,7,dados_pluviometricos_2006.zip,alto_da_boa_vista_200607_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,7,dados_meteorologicos_2006.zip,alto_da_boa_vista_200607_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,8,dados_pluviometricos_2006.zip,alto_da_boa_vista_200608_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,8,dados_meteorologicos_2006.zip,alto_da_boa_vista_200608_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,9,dados_pluviometricos_2006.zip,alto_da_boa_vista_200609_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,9,dados_meteorologicos_2006.zip,alto_da_boa_vista_200609_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,10,dados_pluviometricos_2006.zip,alto_da_boa_vista_200610_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,10,dados_meteorologicos_2006.zip,alto_da_boa_vista_200610_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,11,dados_pluviometricos_2006.zip,alto_da_boa_vista_200611_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,11,dados_meteorologicos_2006.zip,alto_da_boa_vista_200611_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2006,12,dados_pluviometricos_2006.zip,alto_da_boa_vista_200612_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2006,12,dados_meteorologicos_2006.zip,alto_da_boa_vista_200612_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,1,dados_pluviometricos_2007.zip,alto_da_boa_vista_200701_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,1,dados_meteorologicos_2007.zip,alto_da_boa_vista_200701_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,2,dados_pluviometricos_2007.zip,alto_da_boa_vista_200702_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,2,dados_meteorologicos_2007.zip,alto_da_boa_vista_200702_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,3,dados_pluviometricos_2007.zip,alto_da_boa_vista_200703_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,3,dados_meteorologicos_2007.zip,alto_da_boa_vista_200703_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,4,dados_pluviometricos_2007.zip,alto_da_boa_vista_200704_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,4,dados_meteorologicos_2007.zip,alto_da_boa_vista_200704_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,5,dados_pluviometricos_2007.zip,alto_da_boa_vista_200705_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,5,dados_meteorologicos_2007.zip,alto_da_boa_vista_200705_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,6,dados_pluviometricos_2007.zip,alto_da_boa_vista_200706_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,6,dados_meteorologicos_2007.zip,alto_da_boa_vista_200706_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,7,dados_pluviometricos_2007.zip,alto_da_boa_vista_200707_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,7,dados_meteorologicos_2007.zip,alto_da_boa_vista_200707_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,8,dados_pluviometricos_2007.zip,alto_da_boa_vista_200708_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,8,dados_meteorologicos_2007.zip,alto_da_boa_vista_200708_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,9,dados_pluviometricos_2007.zip,alto_da_boa_vista_200709_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,9,dados_meteorologicos_2007.zip,alto_da_boa_vista_200709_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,10,dados_pluviometricos_2007.zip,alto_da_boa_vista_200710_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,10,dados_meteorologicos_2007.zip,alto_da_boa_vista_200710_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,11,dados_pluviometricos_2007.zip,alto_da_boa_vista_200711_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,11,dados_meteorologicos_2007.zip,alto_da_boa_vista_200711_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2007,12,dados_pluviometricos_2007.zip,alto_da_boa_vista_200712_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2007,12,dados_meteorologicos_2007.zip,alto_da_boa_vista_200712_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,1,dados_pluviometricos_2008.zip,alto_da_boa_vista_200801_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,1,dados_meteorologicos_2008.zip,alto_da_boa_vista_200801_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,2,dados_pluviometricos_2008.zip,alto_da_boa_vista_200802_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,2,dados_meteorologicos_2008.zip,alto_da_boa_vista_200802_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,3,dados_pluviometricos_2008.zip,alto_da_boa_vista_200803_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,3,dados_meteorologicos_2008.zip,alto_da_boa_vista_200803_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,4,dados_pluviometricos_2008.zip,alto_da_boa_vista_200804_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,4,dados_meteorologicos_2008.zip,alto_da_boa_vista_200804_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,5,dados_pluviometricos_2008.zip,alto_da_boa_vista_200805_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,5,dados_meteorologicos_2008.zip,alto_da_boa_vista_200805_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,6,dados_pluviometricos_2008.zip,alto_da_boa_vista_200806_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,6,dados_meteorologicos_2008.zip,alto_da_boa_vista_200806_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,7,dados_pluviometricos_2008.zip,alto_da_boa_vista_200807_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,7,dados_meteorologicos_2008.zip,alto_da_boa_vista_200807_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,8,dados_pluviometricos_2008.zip,alto_da_boa_vista_200808_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,8,dados_meteorologicos_2008.zip,alto_da_boa_vista_200808_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,9,dados_pluviometricos_2008.zip,alto_da_boa_vista_200809_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,9,dados_meteorologicos_2008.zip,alto_da_boa_vista_200809_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,10,dados_pluviometricos_2008.zip,alto_da_boa_vista_200810_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,10,dados_meteorologicos_2008.zip,alto_da_boa_vista_200810_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,11,dados_pluviometricos_2008.zip,alto_da_boa_vista_200811_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,11,dados_meteorologicos_2008.zip,alto_da_boa_vista_200811_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2008,12,dados_pluviometricos_2008.zip,alto_da_boa_vista_200812_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2008,12,dados_meteorologicos_2008.zip,alto_da_boa_vista_200812_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,1,dados_pluviometricos_2009.zip,alto_da_boa_vista_200901_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,1,dados_meteorologicos_2009.zip,alto_da_boa_vista_200901_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,2,dados_pluviometricos_2009.zip,alto_da_boa_vista_200902_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,2,dados_meteorologicos_2009.zip,alto_da_boa_vista_200902_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,3,dados_pluviometricos_2009.zip,alto_da_boa_vista_200903_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,3,dados_meteorologicos_2009.zip,alto_da_boa_vista_200903_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,4,dados_pluviometricos_2009.zip,alto_da_boa_vista_200904_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,4,dados_meteorologicos_2009.zip,alto_da_boa_vista_200904_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,5,dados_pluviometricos_2009.zip,alto_da_boa_vista_200905_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,5,dados_meteorologicos_2009.zip,alto_da_boa_vista_200905_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,6,dados_pluviometricos_2009.zip,alto_da_boa_vista_200906_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,6,dados_meteorologicos_2009.zip,alto_da_boa_vista_200906_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,7,dados_pluviometricos_2009.zip,alto_da_boa_vista_200907_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,7,dados_meteorologicos_2009.zip,alto_da_boa_vista_200907_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,8,dados_pluviometricos_2009.zip,alto_da_boa_vista_200908_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,8,dados_meteorologicos_2009.zip,alto_da_boa_vista_200908_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,9,dados_pluviometricos_2009.zip,alto_da_boa_vista_200909_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,9,dados_meteorologicos_2009.zip,alto_da_boa_vista_200909_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,10,dados_pluviometricos_2009.zip,alto_da_boa_vista_200910_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,10,dados_meteorologicos_2009.zip,alto_da_boa_vista_200910_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,11,dados_pluviometricos_2009.zip,alto_da_boa_vista_200911_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,11,dados_meteorologicos_2009.zip,alto_da_boa_vista_200911_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2009,12,dados_pluviometricos_2009.zip,alto_da_boa_vista_200912_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2009,12,dados_meteorologicos_2009.zip,alto_da_boa_vista_200912_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2010,1,dados_pluviometricos_2010.zip,alto_da_boa_vista_201001_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2010,1,dados_meteorologicos_2010.zip,alto_da_boa_vista_201001_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2010,2,dados_pluviometricos_2010.zip,alto_da_boa_vista_201002_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2010,2,dados_meteorologicos_2010.zip,alto_da_boa_vista_201002_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2010,3,dados_pluviometricos_2010.zip,alto_da_boa_vista_201003_Plv.txt,190,SUCESSO,,
met,Alto_da_boa_vista,2010,3,dados_meteorologicos_2010.zip,alto_da_boa_vista_201003_Met.txt,299,SUCESSO,,
plv,Alto_da_boa_vista,2010,4,dados_pluviometricos_2010.zip,alto_da_boa_vista_201004_Plv.txt,88126,SUCESSO,,
met,Alto_da_boa_vista,2010,4,dados_meteorologicos_2010.zip,alto_da_boa_vista_201004_Met.txt,118463,SUCESSO,,
plv,Alto_da_boa_vista,2010,5,dados_pluviometricos_2010.zip,alto_da_boa_vista_201005_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2010,5,dados_meteorologicos_2010.zip,alto_da_boa_vista_201005_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2010,6,dados_pluviometricos_2010.zip,alto_da_boa_vista_201006_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2010,6,dados_meteorologicos_2010.zip,alto_da_boa_vista_201006_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2010,7,dados_pluviometricos_2010.zip,alto_da_boa_vista_201007_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2010,7,dados_meteorologicos_2010.zip,alto_da_boa_vista_201007_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2010,8,dados_pluviometricos_2010.zip,alto_da_boa_vista_201008_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2010,8,dados_meteorologicos_2010.zip,alto_da_boa_vista_201008_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2010,9,dados_pluviometricos_2010.zip,alto_da_boa_vista_201009_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2010,9,dados_meteorologicos_2010.zip,alto_da_boa_vista_201009_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2010,10,dados_pluviometricos_2010.zip,alto_da_boa_vista_201010_Plv.txt,190398,SUCESSO,,
met,Alto_da_boa_vista,2010,10,dados_meteorologicos_2010.zip,alto_da_boa_vista_201010_Met.txt,255891,SUCESSO,,
plv,Alto_da_boa_vista,2010,11,dados_pluviometricos_2010.zip,alto_da_boa_vista_201011_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2010,11,dados_meteorologicos_2010.zip,alto_da_boa_vista_201011_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2010,12,dados_pluviometricos_2010.zip,alto_da_boa_vista_201012_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2010,12,dados_meteorologicos_2010.zip,alto_da_boa_vista_201012_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2011,1,dados_pluviometricos_2011.zip,alto_da_boa_vista_201101_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,1,dados_meteorologicos_2011.zip,alto_da_boa_vista_201101_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2011,2,dados_pluviometricos_2011.zip,alto_da_boa_vista_201102_Plv.txt,172478,SUCESSO,,
met,Alto_da_boa_vista,2011,2,dados_meteorologicos_2011.zip,alto_da_boa_vista_201102_Met.txt,231811,SUCESSO,,
plv,Alto_da_boa_vista,2011,3,dados_pluviometricos_2011.zip,alto_da_boa_vista_201103_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,3,dados_meteorologicos_2011.zip,alto_da_boa_vista_201103_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2011,4,dados_pluviometricos_2011.zip,alto_da_boa_vista_201104_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2011,4,dados_meteorologicos_2011.zip,alto_da_boa_vista_201104_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2011,5,dados_pluviometricos_2011.zip,alto_da_boa_vista_201105_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,5,dados_meteorologicos_2011.zip,alto_da_boa_vista_201105_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2011,6,dados_pluviometricos_2011.zip,alto_da_boa_vista_201106_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2011,6,dados_meteorologicos_2011.zip,alto_da_boa_vista_201106_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2011,7,dados_pluviometricos_2011.zip,alto_da_boa_vista_201107_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,7,dados_meteorologicos_2011.zip,alto_da_boa_vista_201107_Met.txt,256205,SUCESSO,,
plv,Alto_da_boa_vista,2011,8,dados_pluviometricos_2011.zip,alto_da_boa_vista_201108_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,8,dados_meteorologicos_2011.zip,alto_da_boa_vista_201108_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2011,9,dados_pluviometricos_2011.zip,alto_da_boa_vista_201109_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2011,9,dados_meteorologicos_2011.zip,alto_da_boa_vista_201109_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2011,10,dados_pluviometricos_2011.zip,alto_da_boa_vista_201110_Plv.txt,190398,SUCESSO,,
met,Alto_da_boa_vista,2011,10,dados_meteorologicos_2011.zip,alto_da_boa_vista_201110_Met.txt,262083,SUCESSO,,
plv,Alto_da_boa_vista,2011,11,dados_pluviometricos_2011.zip,alto_da_boa_vista_201111_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2011,11,dados_meteorologicos_2011.zip,alto_da_boa_vista_201111_Met.txt,267931,SUCESSO,,
plv,Alto_da_boa_vista,2011,12,dados_pluviometricos_2011.zip,alto_da_boa_vista_201112_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2011,12,dados_meteorologicos_2011.zip,alto_da_boa_vista_201112_Met.txt,276875,SUCESSO,,
plv,Alto_da_boa_vista,2012,1,dados_pluviometricos_2012.zip,alto_da_boa_vista_201201_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2012,1,dados_meteorologicos_2012.zip,alto_da_boa_vista_201201_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2012,2,dados_pluviometricos_2012.zip,alto_da_boa_vista_201202_Plv.txt,178622,SUCESSO,,
met,Alto_da_boa_vista,2012,2,dados_meteorologicos_2012.zip,alto_da_boa_vista_201202_Met.txt,240067,SUCESSO,,
plv,Alto_da_boa_vista,2012,3,dados_pluviometricos_2012.zip,alto_da_boa_vista_201203_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2012,3,dados_meteorologicos_2012.zip,alto_da_boa_vista_201203_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2012,4,dados_pluviometricos_2012.zip,alto_da_boa_vista_201204_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2012,4,dados_meteorologicos_2012.zip,alto_da_boa_vista_201204_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2012,5,dados_pluviometricos_2012.zip,alto_da_boa_vista_201205_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2012,5,dados_meteorologicos_2012.zip,alto_da_boa_vista_201205_Met.txt,276875,SUCESSO,,
plv,Alto_da_boa_vista,2012,6,dados_pluviometricos_2012.zip,alto_da_boa_vista_201206_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2012,6,dados_meteorologicos_2012.zip,alto_da_boa_vista_201206_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2012,7,dados_pluviometricos_2012.zip,alto_da_boa_vista_201207_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2012,7,dados_meteorologicos_2012.zip,alto_da_boa_vista_201207_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2012,8,dados_pluviometricos_2012.zip,alto_da_boa_vista_201208_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2012,8,dados_meteorologicos_2012.zip,alto_da_boa_vista_201208_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2012,9,dados_pluviometricos_2012.zip,alto_da_boa_vista_201209_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2012,9,dados_meteorologicos_2012.zip,alto_da_boa_vista_201209_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2012,10,dados_pluviometricos_2012.zip,alto_da_boa_vista_201210_Plv.txt,187582,SUCESSO,,
met,Alto_da_boa_vista,2012,10,dados_meteorologicos_2012.zip,alto_da_boa_vista_201210_Met.txt,252107,SUCESSO,,
plv,Alto_da_boa_vista,2012,11,dados_pluviometricos_2012.zip,alto_da_boa_vista_201211_Plv.txt,177086,SUCESSO,,
met,Alto_da_boa_vista,2012,11,dados_meteorologicos_2012.zip,alto_da_boa_vista_201211_Met.txt,238003,SUCESSO,,
plv,Alto_da_boa_vista,2012,12,dados_pluviometricos_2012.zip,alto_da_boa_vista_201212_Plv.txt,190654,SUCESSO,,
plv,Alto_da_boa_vista,2013,1,dados_pluviometricos_2013.zip,alto_da_boa_vista_201301_Plv.txt,189630,SUCESSO,,
met,Alto_da_boa_vista,2013,1,dados_meteorologicos_2013.zip,alto_da_boa_vista_201301_Met.txt,245915,SUCESSO,,
plv,Alto_da_boa_vista,2013,2,dados_pluviometricos_2013.zip,alto_da_boa_vista_201302_Plv.txt,172478,SUCESSO,,
met,Alto_da_boa_vista,2013,2,dados_meteorologicos_2013.zip,alto_da_boa_vista_201302_Met.txt,226651,SUCESSO,,
plv,Alto_da_boa_vista,2013,3,dados_pluviometricos_2013.zip,alto_da_boa_vista_201303_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2013,3,dados_meteorologicos_2013.zip,alto_da_boa_vista_201303_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2013,4,dados_pluviometricos_2013.zip,alto_da_boa_vista_201304_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2013,4,dados_meteorologicos_2013.zip,alto_da_boa_vista_201304_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2013,5,dados_pluviometricos_2013.zip,alto_da_boa_vista_201305_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2013,5,dados_meteorologicos_2013.zip,alto_da_boa_vista_201305_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2013,6,dados_pluviometricos_2013.zip,alto_da_boa_vista_201306_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2013,6,dados_meteorologicos_2013.zip,alto_da_boa_vista_201306_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2013,7,dados_pluviometricos_2013.zip,alto_da_boa_vista_201307_Plv.txt,190718,SUCESSO,,
met,Alto_da_boa_vista,2013,7,dados_meteorologicos_2013.zip,alto_da_boa_vista_201307_Met.txt,256321,SUCESSO,,
plv,Alto_da_boa_vista,2013,8,dados_pluviometricos_2013.zip,alto_da_boa_vista_201308_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2013,8,dados_meteorologicos_2013.zip,alto_da_boa_vista_201308_Met.txt,256235,SUCESSO,,
plv,Alto_da_boa_vista,2013,9,dados_pluviometricos_2013.zip,alto_da_boa_vista_201309_Plv.txt,184510,SUCESSO,,
met,Alto_da_boa_vista,2013,9,dados_meteorologicos_2013.zip,alto_da_boa_vista_201309_Met.txt,247979,SUCESSO,,
plv,Alto_da_boa_vista,2013,10,dados_pluviometricos_2013.zip,alto_da_boa_vista_201310_Plv.txt,190398,SUCESSO,,
met,Alto_da_boa_vista,2013,10,dados_meteorologicos_2013.zip,alto_da_boa_vista_201310_Met.txt,251763,SUCESSO,,
plv,Alto_da_boa_vista,2013,11,dados_pluviometricos_2013.zip,alto_da_boa_vista_201311_Plv.txt,184481,SUCESSO,,
met,Alto_da_boa_vista,2013,11,dados_meteorologicos_2013.zip,alto_da_boa_vista_201311_Met.txt,238003,SUCESSO,,
plv,Alto_da_boa_vista,2013,12,dados_pluviometricos_2013.zip,alto_da_boa_vista_201312_Plv.txt,190654,SUCESSO,,
met,Alto_da_boa_vista,2013,12,dados_meteorologicos_2013.zip,alto_da_boa_vista_201312_Met.txt,245915,SUCESSO,,
plv,Alto_da_boa_vista,2014,1,dados_pluviometricos_2014.zip,alto_da_boa_vista_201401_Plv.txt,190654,SUCESSO,,
